State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Assam,NALBARI,Small millets,2001-02,Kharif,125,Hectare,56,Tonnes,0.448
Assam,NALBARI,Small millets,2002-03,Kharif,125,Hectare,56,Tonnes,0.448
Assam,NALBARI,Small millets,2003-04,Kharif,125,Hectare,56,Tonnes,0.448
Assam,SIVASAGAR,Small millets,2001-02,Kharif,5,Hectare,3,Tonnes,0.6
Assam,SIVASAGAR,Small millets,2002-03,Kharif,10,Hectare,6,Tonnes,0.6
Assam,SIVASAGAR,Small millets,2003-04,Kharif,3,Hectare,2,Tonnes,0.6666666667
Assam,SONITPUR,Small millets,2001-02,Kharif,65,Hectare,30,Tonnes,0.4615384615
Assam,SONITPUR,Small millets,2002-03,Kharif,80,Hectare,37,Tonnes,0.4625
Assam,SONITPUR,Small millets,2003-04,Kharif,71,Hectare,32,Tonnes,0.4507042254
Assam,TINSUKIA,Small millets,2001-02,Kharif,69,Hectare,34,Tonnes,0.4927536232
Assam,TINSUKIA,Small millets,2002-03,Kharif,76,Hectare,38,Tonnes,0.5
Assam,TINSUKIA,Small millets,2003-04,Kharif,72,Hectare,36,Tonnes,0.5
Assam,BARPETA,Sugarcane,2001-02,Whole Year,226,Hectare,8414,Tonnes,37.2300885
Assam,BARPETA,Sugarcane,2002-03,Whole Year,205,Hectare,7467,Tonnes,36.42439024
Assam,BARPETA,Sugarcane,2003-04,Whole Year,208,Hectare,8026,Tonnes,38.58653846
Assam,BONGAIGAON,Sugarcane,2001-02,Whole Year,211,Hectare,7855,Tonnes,37.22748815
Assam,BONGAIGAON,Sugarcane,2002-03,Whole Year,141,Hectare,5135,Tonnes,36.41843972
Assam,BONGAIGAON,Sugarcane,2003-04,Whole Year,210,Hectare,8104,Tonnes,38.59047619
Assam,CACHAR,Sugarcane,2001-02,Whole Year,325,Hectare,12008,Tonnes,36.94769231
Assam,CACHAR,Sugarcane,2002-03,Whole Year,300,Hectare,13140,Tonnes,43.8
Assam,CACHAR,Sugarcane,2003-04,Whole Year,300,Hectare,12140,Tonnes,40.46666667
Assam,DARRANG,Sugarcane,2001-02,Whole Year,1143,Hectare,36145,Tonnes,31.62292213
Assam,DARRANG,Sugarcane,2002-03,Whole Year,1090,Hectare,37462,Tonnes,34.36880734
Assam,DARRANG,Sugarcane,2003-04,Whole Year,990,Hectare,40285,Tonnes,40.69191919
Assam,DHEMAJI,Sugarcane,2001-02,Whole Year,82,Hectare,3053,Tonnes,37.23170732
Assam,DHEMAJI,Sugarcane,2002-03,Whole Year,90,Hectare,3278,Tonnes,36.42222222
Assam,DHEMAJI,Sugarcane,2003-04,Whole Year,87,Hectare,3357,Tonnes,38.5862069
Assam,DHUBRI,Sugarcane,2001-02,Whole Year,184,Hectare,6851,Tonnes,37.23369565
Assam,DHUBRI,Sugarcane,2002-03,Whole Year,174,Hectare,6337,Tonnes,36.41954023
Assam,DHUBRI,Sugarcane,2003-04,Whole Year,106,Hectare,4090,Tonnes,38.58490566
Assam,DIBRUGARH,Sugarcane,2001-02,Whole Year,125,Hectare,4654,Tonnes,37.232
Assam,DIBRUGARH,Sugarcane,2002-03,Whole Year,91,Hectare,3314,Tonnes,36.41758242
Assam,DIBRUGARH,Sugarcane,2003-04,Whole Year,91,Hectare,3512,Tonnes,38.59340659
Assam,DIMA HASAO,Sugarcane,2001-02,Whole Year,1780,Hectare,59185,Tonnes,33.25
Assam,DIMA HASAO,Sugarcane,2002-03,Whole Year,1793,Hectare,60804,Tonnes,33.91187953
Assam,DIMA HASAO,Sugarcane,2003-04,Whole Year,1725,Hectare,53737,Tonnes,31.15188406
Assam,GOALPARA,Sugarcane,2001-02,Whole Year,139,Hectare,5175,Tonnes,37.23021583
Assam,GOALPARA,Sugarcane,2002-03,Whole Year,102,Hectare,3715,Tonnes,36.42156863
Assam,GOALPARA,Sugarcane,2003-04,Whole Year,119,Hectare,4592,Tonnes,38.58823529
Assam,GOLAGHAT,Sugarcane,2001-02,Whole Year,3605,Hectare,131673,Tonnes,36.52510402
Assam,GOLAGHAT,Sugarcane,2002-03,Whole Year,3291,Hectare,123468,Tonnes,37.51686418
Assam,GOLAGHAT,Sugarcane,2003-04,Whole Year,3278,Hectare,133644,Tonnes,40.7699817
Assam,HAILAKANDI,Sugarcane,2001-02,Whole Year,230,Hectare,6624,Tonnes,28.8
Assam,HAILAKANDI,Sugarcane,2002-03,Whole Year,230,Hectare,4922,Tonnes,21.4
Assam,HAILAKANDI,Sugarcane,2003-04,Whole Year,220,Hectare,4312,Tonnes,19.6
Assam,JORHAT,Sugarcane,2001-02,Whole Year,420,Hectare,14428,Tonnes,34.35238095
Assam,JORHAT,Sugarcane,2002-03,Whole Year,185,Hectare,6095,Tonnes,32.94594595
Assam,JORHAT,Sugarcane,2003-04,Whole Year,219,Hectare,7494,Tonnes,34.21917808
Assam,KAMRUP,Sugarcane,2001-02,Whole Year,781,Hectare,33882,Tonnes,43.38284251
Assam,KAMRUP,Sugarcane,2002-03,Whole Year,739,Hectare,32098,Tonnes,43.43437077
Assam,KAMRUP,Sugarcane,2003-04,Whole Year,744,Hectare,30699,Tonnes,41.26209677
Assam,KARBI ANGLONG,Sugarcane,2001-02,Whole Year,4723,Hectare,208591,Tonnes,44.16493754
Assam,KARBI ANGLONG,Sugarcane,2002-03,Whole Year,4317,Hectare,170002,Tonnes,39.3796618
Assam,KARBI ANGLONG,Sugarcane,2003-04,Whole Year,5239,Hectare,231290,Tonnes,44.14773812
Assam,KARIMGANJ,Sugarcane,2001-02,Whole Year,797,Hectare,35120,Tonnes,44.06524467
Assam,KARIMGANJ,Sugarcane,2002-03,Whole Year,587,Hectare,28299,Tonnes,48.20954003
Assam,KARIMGANJ,Sugarcane,2003-04,Whole Year,615,Hectare,22866,Tonnes,37.1804878
Assam,KOKRAJHAR,Sugarcane,2001-02,Whole Year,66,Hectare,2458,Tonnes,37.24242424
Assam,KOKRAJHAR,Sugarcane,2002-03,Whole Year,66,Hectare,2403,Tonnes,36.40909091
Assam,KOKRAJHAR,Sugarcane,2003-04,Whole Year,72,Hectare,2779,Tonnes,38.59722222
Assam,LAKHIMPUR,Sugarcane,2001-02,Whole Year,274,Hectare,10565,Tonnes,38.55839416
Assam,LAKHIMPUR,Sugarcane,2002-03,Whole Year,279,Hectare,10666,Tonnes,38.22939068
Assam,LAKHIMPUR,Sugarcane,2003-04,Whole Year,280,Hectare,9382,Tonnes,33.50714286
Assam,MARIGAON,Sugarcane,2001-02,Whole Year,650,Hectare,25956,Tonnes,39.93230769
Assam,MARIGAON,Sugarcane,2002-03,Whole Year,670,Hectare,27580,Tonnes,41.1641791
Assam,MARIGAON,Sugarcane,2003-04,Whole Year,670,Hectare,23755,Tonnes,35.45522388
Assam,NAGAON,Sugarcane,2001-02,Whole Year,9142,Hectare,313633,Tonnes,34.30682564
Assam,NAGAON,Sugarcane,2002-03,Whole Year,8596,Hectare,286102,Tonnes,33.28315496
Assam,NAGAON,Sugarcane,2003-04,Whole Year,8044,Hectare,290766,Tonnes,36.14694182
Assam,NALBARI,Sugarcane,2001-02,Whole Year,200,Hectare,7446,Tonnes,37.23
Assam,NALBARI,Sugarcane,2002-03,Whole Year,185,Hectare,6970,Tonnes,37.67567568
Assam,NALBARI,Sugarcane,2003-04,Whole Year,180,Hectare,7182,Tonnes,39.9
Assam,SIVASAGAR,Sugarcane,2001-02,Whole Year,111,Hectare,4132,Tonnes,37.22522523
Assam,SIVASAGAR,Sugarcane,2002-03,Whole Year,109,Hectare,3970,Tonnes,36.42201835
Assam,SIVASAGAR,Sugarcane,2003-04,Whole Year,111,Hectare,4283,Tonnes,38.58558559
Assam,SONITPUR,Sugarcane,2001-02,Whole Year,1609,Hectare,60781,Tonnes,37.77563704
Assam,SONITPUR,Sugarcane,2002-03,Whole Year,1620,Hectare,62214,Tonnes,38.4037037
Assam,SONITPUR,Sugarcane,2003-04,Whole Year,1625,Hectare,63565,Tonnes,39.11692308
Assam,TINSUKIA,Sugarcane,2001-02,Whole Year,343,Hectare,12769,Tonnes,37.22740525
Assam,TINSUKIA,Sugarcane,2002-03,Whole Year,292,Hectare,10635,Tonnes,36.42123288
Assam,TINSUKIA,Sugarcane,2003-04,Whole Year,298,Hectare,11500,Tonnes,38.59060403
Assam,BARPETA,Sweet potato,2001-02,Whole Year,650,Hectare,1625,Tonnes,2.5
Assam,BARPETA,Sweet potato,2002-03,Whole Year,650,Hectare,1625,Tonnes,2.5
Assam,BARPETA,Sweet potato,2003-04,Whole Year,670,Hectare,1675,Tonnes,2.5
Assam,BONGAIGAON,Sweet potato,2001-02,Whole Year,346,Hectare,1038,Tonnes,3
Assam,BONGAIGAON,Sweet potato,2002-03,Whole Year,327,Hectare,981,Tonnes,3
Assam,BONGAIGAON,Sweet potato,2003-04,Whole Year,249,Hectare,747,Tonnes,3
Assam,CACHAR,Sweet potato,2001-02,Whole Year,155,Hectare,814,Tonnes,5.251612903
Assam,CACHAR,Sweet potato,2002-03,Whole Year,160,Hectare,840,Tonnes,5.25
Assam,CACHAR,Sweet potato,2003-04,Whole Year,176,Hectare,924,Tonnes,5.25
Assam,DARRANG,Sweet potato,2001-02,Whole Year,440,Hectare,1101,Tonnes,2.502272727
Assam,DARRANG,Sweet potato,2002-03,Whole Year,460,Hectare,1150,Tonnes,2.5
Assam,DARRANG,Sweet potato,2003-04,Whole Year,460,Hectare,1150,Tonnes,2.5
Assam,DHEMAJI,Sweet potato,2001-02,Whole Year,153,Hectare,503,Tonnes,3.287581699
Assam,DHEMAJI,Sweet potato,2002-03,Whole Year,143,Hectare,468,Tonnes,3.272727273
Assam,DHEMAJI,Sweet potato,2003-04,Whole Year,146,Hectare,475,Tonnes,3.253424658
Assam,DHUBRI,Sweet potato,2001-02,Whole Year,2513,Hectare,10554,Tonnes,4.199761242
Assam,DHUBRI,Sweet potato,2002-03,Whole Year,2460,Hectare,10332,Tonnes,4.2
Assam,DHUBRI,Sweet potato,2003-04,Whole Year,2474,Hectare,10391,Tonnes,4.200080841
Assam,DIBRUGARH,Sweet potato,2001-02,Whole Year,100,Hectare,29,Tonnes,0.29
Assam,DIBRUGARH,Sweet potato,2002-03,Whole Year,105,Hectare,230,Tonnes,2.19047619
Assam,DIBRUGARH,Sweet potato,2003-04,Whole Year,110,Hectare,241,Tonnes,2.190909091
Assam,DIMA HASAO,Sweet potato,2001-02,Whole Year,41,Hectare,201,Tonnes,4.902439024
Assam,DIMA HASAO,Sweet potato,2002-03,Whole Year,44,Hectare,216,Tonnes,4.909090909
Assam,DIMA HASAO,Sweet potato,2003-04,Whole Year,45,Hectare,216,Tonnes,4.8
Assam,GOALPARA,Sweet potato,2001-02,Whole Year,265,Hectare,868,Tonnes,3.275471698
Assam,GOALPARA,Sweet potato,2002-03,Whole Year,265,Hectare,861,Tonnes,3.249056604
Assam,GOALPARA,Sweet potato,2003-04,Whole Year,270,Hectare,882,Tonnes,3.266666667
Assam,GOLAGHAT,Sweet potato,2001-02,Whole Year,109,Hectare,273,Tonnes,2.504587156
Assam,GOLAGHAT,Sweet potato,2002-03,Whole Year,109,Hectare,273,Tonnes,2.504587156
Assam,GOLAGHAT,Sweet potato,2003-04,Whole Year,115,Hectare,288,Tonnes,2.504347826
Assam,HAILAKANDI,Sweet potato,2001-02,Whole Year,80,Hectare,247,Tonnes,3.0875
Assam,HAILAKANDI,Sweet potato,2002-03,Whole Year,80,Hectare,247,Tonnes,3.0875
Assam,HAILAKANDI,Sweet potato,2003-04,Whole Year,70,Hectare,235,Tonnes,3.357142857
Assam,JORHAT,Sweet potato,2001-02,Whole Year,79,Hectare,228,Tonnes,2.886075949
Assam,JORHAT,Sweet potato,2002-03,Whole Year,77,Hectare,221,Tonnes,2.87012987
Assam,JORHAT,Sweet potato,2003-04,Whole Year,75,Hectare,214,Tonnes,2.853333333
Assam,KAMRUP,Sweet potato,2001-02,Whole Year,624,Hectare,1552,Tonnes,2.487179487
Assam,KAMRUP,Sweet potato,2002-03,Whole Year,608,Hectare,1513,Tonnes,2.488486842
Assam,KAMRUP,Sweet potato,2003-04,Whole Year,592,Hectare,1471,Tonnes,2.484797297
Assam,KARBI ANGLONG,Sweet potato,2001-02,Whole Year,248,Hectare,782,Tonnes,3.153225806
Assam,KARBI ANGLONG,Sweet potato,2002-03,Whole Year,256,Hectare,809,Tonnes,3.16015625
Assam,KARBI ANGLONG,Sweet potato,2003-04,Whole Year,258,Hectare,809,Tonnes,3.135658915
Assam,KARIMGANJ,Sweet potato,2001-02,Whole Year,66,Hectare,251,Tonnes,3.803030303
Assam,KARIMGANJ,Sweet potato,2002-03,Whole Year,75,Hectare,285,Tonnes,3.8
Assam,KARIMGANJ,Sweet potato,2003-04,Whole Year,100,Hectare,380,Tonnes,3.8
Assam,KOKRAJHAR,Sweet potato,2001-02,Whole Year,350,Hectare,1333,Tonnes,3.808571429
Assam,KOKRAJHAR,Sweet potato,2002-03,Whole Year,357,Hectare,1356,Tonnes,3.798319328
Assam,KOKRAJHAR,Sweet potato,2003-04,Whole Year,363,Hectare,1377,Tonnes,3.79338843
Assam,LAKHIMPUR,Sweet potato,2001-02,Whole Year,367,Hectare,1138,Tonnes,3.100817439
Assam,LAKHIMPUR,Sweet potato,2002-03,Whole Year,362,Hectare,1123,Tonnes,3.102209945
Assam,LAKHIMPUR,Sweet potato,2003-04,Whole Year,368,Hectare,1141,Tonnes,3.100543478
Assam,MARIGAON,Sweet potato,2001-02,Whole Year,250,Hectare,800,Tonnes,3.2
Assam,MARIGAON,Sweet potato,2002-03,Whole Year,250,Hectare,800,Tonnes,3.2
Assam,MARIGAON,Sweet potato,2003-04,Whole Year,250,Hectare,813,Tonnes,3.252
Assam,NAGAON,Sweet potato,2001-02,Whole Year,501,Hectare,1603,Tonnes,3.199600798
Assam,NAGAON,Sweet potato,2002-03,Whole Year,466,Hectare,1487,Tonnes,3.190987124
Assam,NAGAON,Sweet potato,2003-04,Whole Year,431,Hectare,1377,Tonnes,3.194895592
Assam,NALBARI,Sweet potato,2001-02,Whole Year,120,Hectare,676,Tonnes,5.633333333
Assam,NALBARI,Sweet potato,2002-03,Whole Year,110,Hectare,619,Tonnes,5.627272727
Assam,NALBARI,Sweet potato,2003-04,Whole Year,110,Hectare,619,Tonnes,5.627272727
Assam,SIVASAGAR,Sweet potato,2001-02,Whole Year,162,Hectare,609,Tonnes,3.759259259
Assam,SIVASAGAR,Sweet potato,2002-03,Whole Year,163,Hectare,610,Tonnes,3.742331288
Assam,SIVASAGAR,Sweet potato,2003-04,Whole Year,145,Hectare,542,Tonnes,3.737931034
Assam,SONITPUR,Sweet potato,2001-02,Whole Year,560,Hectare,1899,Tonnes,3.391071429
Assam,SONITPUR,Sweet potato,2002-03,Whole Year,560,Hectare,1899,Tonnes,3.391071429
Assam,SONITPUR,Sweet potato,2003-04,Whole Year,561,Hectare,1902,Tonnes,3.390374332
Assam,TINSUKIA,Sweet potato,2001-02,Whole Year,164,Hectare,541,Tonnes,3.298780488
Assam,TINSUKIA,Sweet potato,2002-03,Whole Year,156,Hectare,515,Tonnes,3.301282051
Assam,TINSUKIA,Sweet potato,2003-04,Whole Year,156,Hectare,515,Tonnes,3.301282051
Assam,BARPETA,Tapioca,2001-02,Whole Year,46,Hectare,230,Tonnes,5
Assam,BARPETA,Tapioca,2002-03,Whole Year,86,Hectare,430,Tonnes,5
Assam,BARPETA,Tapioca,2003-04,Whole Year,56,Hectare,280,Tonnes,5
Assam,BONGAIGAON,Tapioca,2001-02,Whole Year,140,Hectare,596,Tonnes,4.257142857
Assam,BONGAIGAON,Tapioca,2002-03,Whole Year,155,Hectare,660,Tonnes,4.258064516
Assam,BONGAIGAON,Tapioca,2003-04,Whole Year,217,Hectare,926,Tonnes,4.267281106
Assam,CACHAR,Tapioca,2001-02,Whole Year,32,Hectare,138,Tonnes,4.3125
Assam,CACHAR,Tapioca,2002-03,Whole Year,32,Hectare,138,Tonnes,4.3125
Assam,CACHAR,Tapioca,2003-04,Whole Year,32,Hectare,138,Tonnes,4.3125
Assam,DARRANG,Tapioca,2001-02,Whole Year,456,Hectare,1847,Tonnes,4.050438596
Assam,DARRANG,Tapioca,2002-03,Whole Year,331,Hectare,1363,Tonnes,4.117824773
Assam,DARRANG,Tapioca,2003-04,Whole Year,315,Hectare,1297,Tonnes,4.117460317
Assam,DHEMAJI,Tapioca,2001-02,Whole Year,33,Hectare,80,Tonnes,2.424242424
Assam,DHEMAJI,Tapioca,2002-03,Whole Year,29,Hectare,95,Tonnes,3.275862069
Assam,DHEMAJI,Tapioca,2003-04,Whole Year,28,Hectare,87,Tonnes,3.107142857
Assam,DHUBRI,Tapioca,2001-02,Whole Year,114,Hectare,378,Tonnes,3.315789474
Assam,DHUBRI,Tapioca,2002-03,Whole Year,122,Hectare,403,Tonnes,3.303278689
Assam,DHUBRI,Tapioca,2003-04,Whole Year,102,Hectare,342,Tonnes,3.352941176
Assam,DIBRUGARH,Tapioca,2001-02,Whole Year,22,Hectare,90,Tonnes,4.090909091
Assam,DIBRUGARH,Tapioca,2002-03,Whole Year,22,Hectare,90,Tonnes,4.090909091
Assam,DIBRUGARH,Tapioca,2003-04,Whole Year,12,Hectare,49,Tonnes,4.083333333
Assam,DIMA HASAO,Tapioca,2001-02,Whole Year,64,Hectare,320,Tonnes,5
Assam,DIMA HASAO,Tapioca,2002-03,Whole Year,70,Hectare,350,Tonnes,5
Assam,DIMA HASAO,Tapioca,2003-04,Whole Year,66,Hectare,330,Tonnes,5
Assam,GOALPARA,Tapioca,2001-02,Whole Year,150,Hectare,683,Tonnes,4.553333333
Assam,GOALPARA,Tapioca,2002-03,Whole Year,150,Hectare,676,Tonnes,4.506666667
Assam,GOALPARA,Tapioca,2003-04,Whole Year,150,Hectare,663,Tonnes,4.42
Assam,GOLAGHAT,Tapioca,2001-02,Whole Year,8,Hectare,31,Tonnes,3.875
Assam,GOLAGHAT,Tapioca,2002-03,Whole Year,9,Hectare,36,Tonnes,4
Assam,GOLAGHAT,Tapioca,2003-04,Whole Year,9,Hectare,36,Tonnes,4
Assam,HAILAKANDI,Tapioca,2001-02,Whole Year,5,Hectare,22,Tonnes,4.4
Assam,HAILAKANDI,Tapioca,2002-03,Whole Year,7,Hectare,31,Tonnes,4.428571429
Assam,HAILAKANDI,Tapioca,2003-04,Whole Year,7,Hectare,31,Tonnes,4.428571429
Assam,JORHAT,Tapioca,2001-02,Whole Year,5,Hectare,25,Tonnes,5
Assam,JORHAT,Tapioca,2002-03,Whole Year,7,Hectare,35,Tonnes,5
Assam,JORHAT,Tapioca,2003-04,Whole Year,7,Hectare,35,Tonnes,5
Assam,KAMRUP,Tapioca,2001-02,Whole Year,114,Hectare,417,Tonnes,3.657894737
Assam,KAMRUP,Tapioca,2002-03,Whole Year,110,Hectare,396,Tonnes,3.6
Assam,KAMRUP,Tapioca,2003-04,Whole Year,101,Hectare,366,Tonnes,3.623762376
Assam,KARBI ANGLONG,Tapioca,2001-02,Whole Year,299,Hectare,1503,Tonnes,5.026755853
Assam,KARBI ANGLONG,Tapioca,2002-03,Whole Year,306,Hectare,1542,Tonnes,5.039215686
Assam,KARBI ANGLONG,Tapioca,2003-04,Whole Year,315,Hectare,1588,Tonnes,5.041269841
Assam,KARIMGANJ,Tapioca,2001-02,Whole Year,6,Hectare,26,Tonnes,4.333333333
Assam,KOKRAJHAR,Tapioca,2001-02,Whole Year,885,Hectare,4235,Tonnes,4.785310734
Assam,KOKRAJHAR,Tapioca,2002-03,Whole Year,869,Hectare,4158,Tonnes,4.784810127
Assam,KOKRAJHAR,Tapioca,2003-04,Whole Year,903,Hectare,4321,Tonnes,4.785160576
Assam,LAKHIMPUR,Tapioca,2001-02,Whole Year,28,Hectare,119,Tonnes,4.25
Assam,LAKHIMPUR,Tapioca,2002-03,Whole Year,28,Hectare,119,Tonnes,4.25
Assam,LAKHIMPUR,Tapioca,2003-04,Whole Year,25,Hectare,107,Tonnes,4.28
Assam,MARIGAON,Tapioca,2001-02,Whole Year,10,Hectare,50,Tonnes,5
Assam,MARIGAON,Tapioca,2002-03,Whole Year,15,Hectare,75,Tonnes,5
Assam,MARIGAON,Tapioca,2003-04,Whole Year,15,Hectare,72,Tonnes,4.8
Assam,NAGAON,Tapioca,2001-02,Whole Year,20,Hectare,78,Tonnes,3.9
Assam,NAGAON,Tapioca,2002-03,Whole Year,20,Hectare,73,Tonnes,3.65
Assam,NAGAON,Tapioca,2003-04,Whole Year,20,Hectare,74,Tonnes,3.7
Assam,NALBARI,Tapioca,2001-02,Whole Year,300,Hectare,2115,Tonnes,7.05
Assam,NALBARI,Tapioca,2002-03,Whole Year,295,Hectare,2080,Tonnes,7.050847458
Assam,NALBARI,Tapioca,2003-04,Whole Year,270,Hectare,1904,Tonnes,7.051851852
Assam,SIVASAGAR,Tapioca,2001-02,Whole Year,8,Hectare,32,Tonnes,4
Assam,SIVASAGAR,Tapioca,2002-03,Whole Year,8,Hectare,31,Tonnes,3.875
Assam,SIVASAGAR,Tapioca,2003-04,Whole Year,12,Hectare,42,Tonnes,3.5
Assam,SONITPUR,Tapioca,2001-02,Whole Year,108,Hectare,491,Tonnes,4.546296296
Assam,SONITPUR,Tapioca,2002-03,Whole Year,110,Hectare,504,Tonnes,4.581818182
Assam,SONITPUR,Tapioca,2003-04,Whole Year,141,Hectare,645,Tonnes,4.574468085
Assam,TINSUKIA,Tapioca,2001-02,Whole Year,51,Hectare,204,Tonnes,4
Assam,TINSUKIA,Tapioca,2002-03,Whole Year,54,Hectare,216,Tonnes,4
Assam,TINSUKIA,Tapioca,2003-04,Whole Year,70,Hectare,280,Tonnes,4
Assam,BARPETA,Tobacco,2001-02,Whole Year,42,Hectare,29,Tonnes,0.6904761905
Assam,BARPETA,Tobacco,2002-03,Whole Year,28,Hectare,20,Tonnes,0.7142857143
Assam,BARPETA,Tobacco,2003-04,Whole Year,31,Hectare,22,Tonnes,0.7096774194
Assam,BONGAIGAON,Tobacco,2001-02,Whole Year,45,Hectare,24,Tonnes,0.5333333333
Assam,BONGAIGAON,Tobacco,2002-03,Whole Year,49,Hectare,26,Tonnes,0.5306122449
Assam,BONGAIGAON,Tobacco,2003-04,Whole Year,49,Hectare,26,Tonnes,0.5306122449
Assam,CACHAR,Tobacco,2001-02,Whole Year,9,Hectare,9,Tonnes,1
Assam,CACHAR,Tobacco,2002-03,Whole Year,9,Hectare,6,Tonnes,0.6666666667
Assam,CACHAR,Tobacco,2003-04,Whole Year,9,Hectare,6,Tonnes,0.6666666667
Assam,DARRANG,Tobacco,2001-02,Whole Year,35,Hectare,21,Tonnes,0.6
Assam,DARRANG,Tobacco,2002-03,Whole Year,13,Hectare,8,Tonnes,0.6153846154
Assam,DARRANG,Tobacco,2003-04,Whole Year,14,Hectare,8,Tonnes,0.5714285714
Assam,DHEMAJI,Tobacco,2001-02,Whole Year,13,Hectare,8,Tonnes,0.6153846154
Assam,DHEMAJI,Tobacco,2002-03,Whole Year,10,Hectare,6,Tonnes,0.6
Assam,DHEMAJI,Tobacco,2003-04,Whole Year,7,Hectare,4,Tonnes,0.5714285714
Assam,DHUBRI,Tobacco,2001-02,Whole Year,6,Hectare,5,Tonnes,0.8333333333
Assam,DHUBRI,Tobacco,2002-03,Whole Year,6,Hectare,5,Tonnes,0.8333333333
Assam,DHUBRI,Tobacco,2003-04,Whole Year,7,Hectare,6,Tonnes,0.8571428571
Assam,DIBRUGARH,Tobacco,2001-02,Whole Year,4,Hectare,2,Tonnes,0.5
Assam,DIBRUGARH,Tobacco,2002-03,Whole Year,4,Hectare,2,Tonnes,0.5
Assam,DIBRUGARH,Tobacco,2003-04,Whole Year,4,Hectare,2,Tonnes,0.5
Assam,DIMA HASAO,Tobacco,2001-02,Whole Year,29,Hectare,23,Tonnes,0.7931034483
Assam,DIMA HASAO,Tobacco,2002-03,Whole Year,29,Hectare,23,Tonnes,0.7931034483
Assam,DIMA HASAO,Tobacco,2003-04,Whole Year,29,Hectare,23,Tonnes,0.7931034483
Assam,GOALPARA,Tobacco,2001-02,Whole Year,60,Hectare,28,Tonnes,0.4666666667
Assam,GOALPARA,Tobacco,2002-03,Whole Year,55,Hectare,26,Tonnes,0.4727272727
Assam,GOALPARA,Tobacco,2003-04,Whole Year,32,Hectare,15,Tonnes,0.46875
Assam,GOLAGHAT,Tobacco,2001-02,Whole Year,19,Hectare,13,Tonnes,0.6842105263
Assam,GOLAGHAT,Tobacco,2002-03,Whole Year,19,Hectare,13,Tonnes,0.6842105263
Assam,GOLAGHAT,Tobacco,2003-04,Whole Year,20,Hectare,14,Tonnes,0.7
Assam,HAILAKANDI,Tobacco,2001-02,Whole Year,1,Hectare,1,Tonnes,1
Assam,HAILAKANDI,Tobacco,2002-03,Whole Year,1,Hectare,1,Tonnes,1
Assam,HAILAKANDI,Tobacco,2003-04,Whole Year,1,Hectare,1,Tonnes,1
Assam,JORHAT,Tobacco,2001-02,Whole Year,12,Hectare,7,Tonnes,0.5833333333
Assam,JORHAT,Tobacco,2002-03,Whole Year,8,Hectare,4,Tonnes,0.5
Assam,JORHAT,Tobacco,2003-04,Whole Year,9,Hectare,5,Tonnes,0.5555555556
Assam,KAMRUP,Tobacco,2001-02,Whole Year,258,Hectare,95,Tonnes,0.3682170543
Assam,KAMRUP,Tobacco,2002-03,Whole Year,238,Hectare,87,Tonnes,0.3655462185
Assam,KAMRUP,Tobacco,2003-04,Whole Year,200,Hectare,69,Tonnes,0.345
Assam,KARBI ANGLONG,Tobacco,2001-02,Whole Year,96,Hectare,39,Tonnes,0.40625
Assam,KARBI ANGLONG,Tobacco,2002-03,Whole Year,94,Hectare,38,Tonnes,0.4042553191
Assam,KARBI ANGLONG,Tobacco,2003-04,Whole Year,71,Hectare,28,Tonnes,0.3943661972
Assam,KARIMGANJ,Tobacco,2001-02,Whole Year,5,Hectare,3,Tonnes,0.6
Assam,KARIMGANJ,Tobacco,2002-03,Whole Year,4,Hectare,2,Tonnes,0.5
Assam,KARIMGANJ,Tobacco,2003-04,Whole Year,4,Hectare,2,Tonnes,0.5
Assam,KOKRAJHAR,Tobacco,2001-02,Whole Year,96,Hectare,49,Tonnes,0.5104166667
Assam,KOKRAJHAR,Tobacco,2002-03,Whole Year,98,Hectare,50,Tonnes,0.5102040816
Assam,KOKRAJHAR,Tobacco,2003-04,Whole Year,93,Hectare,48,Tonnes,0.5161290323
Assam,LAKHIMPUR,Tobacco,2001-02,Whole Year,167,Hectare,104,Tonnes,0.622754491
Assam,LAKHIMPUR,Tobacco,2002-03,Whole Year,150,Hectare,93,Tonnes,0.62
Assam,LAKHIMPUR,Tobacco,2003-04,Whole Year,124,Hectare,76,Tonnes,0.6129032258
Assam,MARIGAON,Tobacco,2001-02,Whole Year,10,Hectare,1,Tonnes,0.1
Assam,MARIGAON,Tobacco,2002-03,Whole Year,12,Hectare,2,Tonnes,0.1666666667
Assam,MARIGAON,Tobacco,2003-04,Whole Year,12,Hectare,1,Tonnes,0.08333333333
Assam,NAGAON,Tobacco,2001-02,Whole Year,48,Hectare,23,Tonnes,0.4791666667
Assam,NAGAON,Tobacco,2002-03,Whole Year,46,Hectare,22,Tonnes,0.4782608696
Assam,NAGAON,Tobacco,2003-04,Whole Year,43,Hectare,21,Tonnes,0.488372093
Assam,NALBARI,Tobacco,2001-02,Whole Year,140,Hectare,56,Tonnes,0.4
Assam,NALBARI,Tobacco,2002-03,Whole Year,130,Hectare,52,Tonnes,0.4
Assam,NALBARI,Tobacco,2003-04,Whole Year,12,Hectare,5,Tonnes,0.4166666667
Assam,SIVASAGAR,Tobacco,2001-02,Whole Year,12,Hectare,6,Tonnes,0.5
Assam,SIVASAGAR,Tobacco,2002-03,Whole Year,12,Hectare,6,Tonnes,0.5
